,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoMeter,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response
1410,Thoonga Nagaram,2011,N/A,N/A,138 min,"Comedy, Family, Thriller            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,6,118,tt1927165,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1411,Radhayude Kamukan,1984,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0359869,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1412,Izzat,1937,N/A,N/A,108 min,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.1,17,tt0029060,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1413,Mondodu,2020,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt12071870,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1414,Ratchakan,1997,N/A,N/A,154 min,"Action, Romance            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.4,283,tt0485270,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1415,Aaj Kie Aurat,1993,N/A,N/A,-,"Action, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.1,11,tt0364196,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1416,Dost,2004,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,3,6,tt1579758,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1417,Gauri,1968,N/A,N/A,152 min,"Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.6,38,tt0063003,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1418,The Difference,I,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1419,Lion Jagapathy Rao,1991,N/A,N/A,139 min,-,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,15,tt1354027,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1420,Intaquam,1969,N/A,N/A,144 min,"Drama, Thriller            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.9,47,tt0300033,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1421,vandi,2018,N/A,N/A,148 min,Family            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.1,45,tt7963996,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1422,Pinjre Ke Panchhi,1966,N/A,N/A,-,"Crime, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.8,12,tt0139529,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1423,Bahake Kadam,1971,N/A,N/A,-,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3184370,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1424,Adipapam,1979,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.4,8,tt0233159,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1425,Hombanna,2017,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.2,66,tt7096060,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1426,Vajram,2004,N/A,N/A,122 min,"Action, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.2,132,tt0378957,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1427,The Brawler,2017,N/A,N/A,154 min,"Action, Drama, Sport            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,8,"6,694",tt7180544,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1428,Azhimukham,1972,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0271978,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1429,Cheeni Kum,2007,N/A,N/A,140 min,"Comedy, Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.8,"4,953",tt0976026,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1430,Nalla,2004,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.2,75,tt2959626,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1431,Merupu,1996,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1579631,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1432,Daku Munni Bai,1991,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.7,32,tt3074802,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1433,Theneechayum Peerangippadayum,2018,N/A,N/A,-,Comedy            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.4,5,tt8080960,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1434,Genesis,1986,N/A,N/A,105 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.8,112,tt0091105,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1435,Gehra Zakhm,1981,N/A,N/A,-,"Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0430133,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1436,Chandragupta,1934,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0231334,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1437,Seven,I 2019,N/A,N/A,117 min,Thriller            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.2,383,tt9165458,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1438,Zamane Se Poocho,1976,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0391553,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1439,Pandirimancham,1991,N/A,N/A,-,-,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt6841716,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1440,Janani,2006,N/A,N/A,124 min,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.4,28,tt1039900,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1441,Zameen Aasmaan,1984,N/A,N/A,133 min,"Family, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.5,44,tt0088442,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1442,Mamiyaar Veedu,1993,N/A,N/A,-,-,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.2,6,tt0318422,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1443,Uththama Rasa,1993,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt10137062,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1444,Moonil Manthan,2020,N/A,N/A,9 min,"Short, Comedy            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13547448,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1445,Commando,1988,N/A,N/A,149 min,"Action, Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.2,169,tt0363525,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1446,Bahen,1941,N/A,N/A,156 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6,10,tt0139047,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1447,Maa O Maa,1990,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1320195,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1448,Thilothama,2015,N/A,N/A,141 min,"Crime, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,2.8,28,tt5271528,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1449,Circle Malayalam Horror,2020– ,N/A,N/A,-,Horror            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt13576846,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1450,Kushi Kushiga,2004,N/A,N/A,148 min,Comedy            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.1,49,tt1606265,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1451,Chimanee Pakhre,2000,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.1,11,tt4896974,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1452,Ariyatha Veethikal,1984,N/A,N/A,111 min,Drama            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.2,19,tt0268943,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1453,Miss 420,1995,N/A,N/A,-,Family            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt1579810,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1454,Millitary Raaj,1998,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.9,49,tt0364519,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1455,Rudranetra,1989,N/A,N/A,126 min,"Action, Crime, Thriller            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.6,69,tt0246204,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1456,Kanchana,1952,N/A,N/A,165 min,Drama            ,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7,105,tt0333712,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1457,Raghupati Raghava Rajaram,1977,N/A,N/A,129 min,Comedy            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.6,9,tt0215109,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1458,Swagatham,1989,N/A,N/A,133 min,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.3,21,tt0354074,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1459,Bangarada Gudi,1976,N/A,N/A,133 min,-,N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.4,5,tt1360855,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1460,Anuraag,1956,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0386290,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1461,Khilthi Umar,2000,N/A,N/A,80 min,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3744120,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1462,Doag,1952,N/A,N/A,-,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0425957,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1463,22 Days,2018,N/A,N/A,124 min,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.6,7,tt8407560,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1464,Anaganaga O Kurraadu,2003,N/A,N/A,-,Romance            ,N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3426122,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1465,Ek Aur Maut,2001,N/A,N/A,-,Mystery            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt3852234,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1466,Kasimedu Govindhan,2008,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt8209088,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1467,Roohi,2021,N/A,N/A,134 min,"Comedy, Horror            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.2,"5,716",tt10098288,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1468,Noor,I 2017,N/A,N/A,117 min,"Adventure, Comedy, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4,"1,414",tt5775220,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1469,Zindagi Khoobsoorat Hai,2002,N/A,N/A,126 min,"Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.7,49,tt0340464,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1470,Sahasra Siracheda Apoorva Chinthamani,1960,N/A,N/A,136 min,"Drama, Action, Romance            ",N/A,N/A,N/A,N/A,telugu,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.4,10,tt0279389,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1471,Jhoot,2004,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.7,32,tt0430250,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1472,Vedigundu Pasangge,2018,N/A,N/A,136 min,"Comedy, Crime, Drama            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.7,50,tt8916608,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1473,Dwandha Yudham,1981,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0333381,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1474,Perarasu,2006,N/A,N/A,140 min,"Action, Sci-Fi, Thriller            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.2,76,tt0811007,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1475,Anupama,1966,N/A,N/A,148 min,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.4,403,tt0137361,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1476,Women Diaries,2021,N/A,N/A,-,Drama            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,-,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1477,Appuchi Gramam,2014,N/A,N/A,168 min,Sci-Fi            ,N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.7,60,tt3726006,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1478,Haq E Sailani,2017,N/A,N/A,130 min,"Crime, Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt9144702,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1479,Karimpoocha,1981,N/A,N/A,111 min,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0333718,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1480,Bombaat,2008,N/A,N/A,-,"Action, Thriller            ",N/A,N/A,N/A,N/A,kannada,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.1,38,tt3171746,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1481,Chakram,2003,N/A,N/A,-,"Action, Comedy, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,4.3,105,tt0393139,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1482,Waqt Ka Badshah,2005,N/A,N/A,-,Action            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt4887242,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1483,Hote Hote Pyar Hogaya,1999,N/A,N/A,140 min,"Romance, Action, Crime            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,5.1,287,tt0206020,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1484,Nirnnayakam,2015,N/A,N/A,111 min,"Drama, Family            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.9,429,tt4760108,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1485,Panchamirtham,2008,N/A,N/A,131 min,Comedy            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.1,7,tt10133460,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1486,Oru Yatheryudhe Antayam,1991 TV Movie,N/A,N/A,-,-,N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,8.5,8,tt0215016,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1487,Pon Ondru Kanden,2018,N/A,N/A,-,"Comedy, Romance            ",N/A,N/A,N/A,N/A,tamil,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.8,9,tt7165388,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1488,Shankar Dada,1976,N/A,N/A,130 min,Drama            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.5,26,tt0243550,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1489,Kaun Kare Kurbanie,1991,N/A,N/A,154 min,"Action, Crime, Drama            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,3.2,47,tt1454012,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1490,Stop or I Will Shoot,2019,N/A,N/A,56 min,Thriller            ,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt12788654,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1491,Sanjh Aur Savera,1964,N/A,N/A,134 min,"Drama, Family            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,6.9,49,tt0139584,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1492,Pooja,1940,N/A,N/A,191 min,-,N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,-,-,tt0139534,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1493,Dukaan: Pila House,2004,N/A,N/A,-,"Drama, Romance            ",N/A,N/A,N/A,N/A,hindi,India,N/A,N/A,Internet Movie Database,N/A,N/A,4,10,tt0414953,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
1494,Peruvannapurathe Visheshangal,1989,N/A,N/A,120 min,"Comedy, Drama            ",N/A,N/A,N/A,N/A,malayalam,India,N/A,N/A,Internet Movie Database,N/A,N/A,7.2,277,tt0292181,movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE
